['1By1AaGzTMrWRLoNZYFilk', 'https://p.scdn.co/mp3-preview/92e2a1ffdc9aaadc11bb8cbd600c3ab78281627d?cid=802d45d459874f0386ed3e9c79d0c6df', 'Cry Our Little Eyes Out', 'Cut Yourself a Switch', 'Catherine Irwin', 0]
['2Xr3NXOz1qg5Jddkm8k4fr', 'https://p.scdn.co/mp3-preview/78e5fbb39e3da9fb24f554f55204560b715d4226?cid=802d45d459874f0386ed3e9c79d0c6df', 'Lively Up Yourself', 'Natty Dread', 'Bob Marley & The Wailers', 56]
['29cjIdWJlQLyOOZmFaxWRo', 'https://p.scdn.co/mp3-preview/76f5243483c5448f766f8504da1c070c620e89b1?cid=802d45d459874f0386ed3e9c79d0c6df', 'No Woman No Cry - Bill Laswell Remix', 'Dreams Of Freedom (Ambient Translations Of Bob Marley In Dub)', 'Bob Marley & The Wailers', 31]
['3Ui4BMHapr00Iul1kB7lHC', 'https://p.scdn.co/mp3-preview/60ad630aa44e17cc316a6b0aa6544fe30ac1452f?cid=802d45d459874f0386ed3e9c79d0c6df', 'One Drop', 'Survival', 'Bob Marley & The Wailers', 66]
['6SR0dDuXH2vtgBfMLrivKV', 'https://p.scdn.co/mp3-preview/e129fd8bce494b5b7bff966d98472e49183022a7?cid=802d45d459874f0386ed3e9c79d0c6df', 'One Love / People Get Ready - Medley', 'Exodus', 'Bob Marley & The Wailers', 73]
['5JqCmd41S3PZ2AS6GuHqcR', 'https://p.scdn.co/mp3-preview/f2b8b10219faae1376c47e13348e98d987b9da72?cid=802d45d459874f0386ed3e9c79d0c6df', "Pimper's Paradise", 'Uprising', 'Bob Marley & The Wailers', 67]
['1wiWYjD3Op1yFoWuZR1CXH', 'https://p.scdn.co/mp3-preview/26b92b5b70ce92839a6321af89fb310bfaa30f4c?cid=802d45d459874f0386ed3e9c79d0c6df', 'Small Axe - B Is Version', 'B Is For Bob', 'Bob Marley & The Wailers', 32]
['2pZJhvpin385eqAFRp3ASJ', 'https://p.scdn.co/mp3-preview/23dba18792f3e7b44718e57ecd5e78117516a773?cid=802d45d459874f0386ed3e9c79d0c6df', 'Sun Is Shining', 'Kaya', 'Bob Marley & The Wailers', 65]
['6xde1uNyEiLOs545PjATUJ', 'https://p.scdn.co/mp3-preview/7a6bb79a7c3341b1a2cca14487b0c78785eac38c?cid=802d45d459874f0386ed3e9c79d0c6df', 'Wake Up And Live', 'Survival', 'Bob Marley & The Wailers', 47]
['76lT30VRv09h5MQp5snmsb', 'https://p.scdn.co/mp3-preview/dfb1910bc11dbe8a2b7974dea44d121b91fee343?cid=802d45d459874f0386ed3e9c79d0c6df', 'Lost Memory', 'Lost Memory', 'Boris Brejcha', 51]
['75kMrDKPJJpgEQaXVh7QMB', 'https://p.scdn.co/mp3-preview/57e5916b8bac3772296f822f6da08917fa662525?cid=802d45d459874f0386ed3e9c79d0c6df', 'Pray to God (feat. HAIM)', 'Motion', 'Calvin Harris', 64]
['6ss1aKyljzRAWsypJ9kRHw', 'https://p.scdn.co/mp3-preview/1c200b4de52afea48f1d1c1c5230274da7a7c830?cid=802d45d459874f0386ed3e9c79d0c6df', 'Вместе мы', 'Зачем', '5sta Family', 49]
['4GJycRWuL2ppN1dqufdW8a', 'https://p.scdn.co/mp3-preview/a17dbfe7906147e69390c4066cf70770dde8b4d5?cid=802d45d459874f0386ed3e9c79d0c6df', 'Зачем', 'Зачем', '5sta Family', 50]
['3wZOQVsKVeZ3z673ZlXmYq', 'https://p.scdn.co/mp3-preview/85498aedd7756bdc636a51bbbed27ad0bded2cdc?cid=802d45d459874f0386ed3e9c79d0c6df', 'In Your Arms', 'Focus On The Negative', '5 Cent Deposit', 1]
['4tVlAl4RX2T5Xgz1jqar09', 'https://p.scdn.co/mp3-preview/550f383ac21e1b73fc0de1f97ebf12f24d4e4f8c?cid=802d45d459874f0386ed3e9c79d0c6df', 'On My Side', 'The Many Shades Of Soul Notes, Volume Two', 'Adryiano', 47]
['3pUWu3KTe9QkxYo1lLzdnf', 'https://p.scdn.co/mp3-preview/834e0cf8d7777ebf6661fd5826ccd0e4cc3141c4?cid=802d45d459874f0386ed3e9c79d0c6df', 'Alive', 'Know Thyself', 'Aephanemer', 17]
['0mNntkDvbEi2hRndz4bTwR', 'https://p.scdn.co/mp3-preview/ce18542ddf815495ee9aa917a62685cc9e76eb5e?cid=802d45d459874f0386ed3e9c79d0c6df', 'Resilience', 'Know Thyself', 'Aephanemer', 17]
['3pUWu3KTe9QkxYo1lLzdnf', 'https://p.scdn.co/mp3-preview/834e0cf8d7777ebf6661fd5826ccd0e4cc3141c4?cid=802d45d459874f0386ed3e9c79d0c6df', 'Alive', 'Know Thyself', 'Aephanemer', 17]
['6v5Lwpi6ADP72c7raoJxyB', 'https://p.scdn.co/mp3-preview/fc7317b4c8c5d422d8743af2b57834a0a0d558ea?cid=802d45d459874f0386ed3e9c79d0c6df', 'Who You Really Are', 'Know Thyself', 'Aephanemer', 21]
['1CVd0pgayRNHnJQa1O40A7', 'https://p.scdn.co/mp3-preview/19a3b6fa10c0558958eac6538e0e2cd6a26a4a4c?cid=802d45d459874f0386ed3e9c79d0c6df', 'Path of the Wolf', 'Know Thyself', 'Aephanemer', 16]
['1wkeGYHJx8luNkLCBLGSV4', 'https://p.scdn.co/mp3-preview/0cf42cfbb425b0811a49e95a8c4adc502b7701aa?cid=802d45d459874f0386ed3e9c79d0c6df', 'Inner Storm', 'Know Thyself', 'Aephanemer', 14]
['2gKsiUqj1hy11NlLe0OQ4t', 'https://p.scdn.co/mp3-preview/52cd0e6f133a59f5742d7cc9d5ea8de1fe4633d0?cid=802d45d459874f0386ed3e9c79d0c6df', 'Dreams', 'Know Thyself', 'Aephanemer', 12]
['1Hz8yXqyU5SgJf0K3jDl0j', 'https://p.scdn.co/mp3-preview/e616caac78a2bad5b1cd3e7c3ed22ad2df2b7fdd?cid=802d45d459874f0386ed3e9c79d0c6df', 'Unstoppable', 'Memento Mori', 'Aephanemer', 25]
['0sQJtM0ACNTrCv9wk1B8jz', 'https://p.scdn.co/mp3-preview/20431e8373751c3a6fe2f791d3c0020ca6a512f5?cid=802d45d459874f0386ed3e9c79d0c6df', "Sisyphus' Bliss", 'Memento Mori', 'Aephanemer', 17]
['5CthRFVFj5LMnfDw9Xoyrj', 'https://p.scdn.co/mp3-preview/20ba383514a1cf5ee70bc96b45f70654478ce0bd?cid=802d45d459874f0386ed3e9c79d0c6df', 'Hellebore', 'Memento Mori', 'Aephanemer', 16]
['2Nq8HZWcCF8ggy2zUwfMej', 'https://p.scdn.co/mp3-preview/cce39857c9de454b5c6a4b8712b3cd7baf9fcb7d?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Oathsworn', 'Memento Mori', 'Aephanemer', 15]
['5m4QL1fYqIPpEvGxknXJWC', 'https://p.scdn.co/mp3-preview/83e9a41198b1ea61d58ec5b272bc234c24b8ffb5?cid=802d45d459874f0386ed3e9c79d0c6df', 'Ghosts', 'Memento Mori', 'Aephanemer', 13]
['09kw9UAE8GiPmYetplqF06', 'https://p.scdn.co/mp3-preview/12eda1c22d08c4bcc3da54cafc21cb7572f97b31?cid=802d45d459874f0386ed3e9c79d0c6df', 'Rage and Forgiveness', 'Memento Mori', 'Aephanemer', 15]
['2rQFqa2eVdhX2k7cMsg83k', 'https://p.scdn.co/mp3-preview/61039ed8b6fc82d7eb7c6b06d02c5f513dfdb1de?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Call of the Wild', 'Memento Mori', 'Aephanemer', 14]
['4WDQ1ZvotNPaFjTvwNOHLg', 'https://p.scdn.co/mp3-preview/53cab373fbabf4b4a661086008d0c3171b3b6eac?cid=802d45d459874f0386ed3e9c79d0c6df', 'Crows', 'Memento Mori', 'Aephanemer', 14]
['0PlIFxHX9gzzYvxqc63R8S', 'https://p.scdn.co/mp3-preview/eb3715844b1901cab388e573bae23a4dcc1deae4?cid=802d45d459874f0386ed3e9c79d0c6df', 'Memento Mori', 'Memento Mori', 'Aephanemer', 18]
['2oSmjHe84ml678mZQaAvZp', 'https://p.scdn.co/mp3-preview/4b04a21d6ea0f988139a9146a70ba3583d146129?cid=802d45d459874f0386ed3e9c79d0c6df', 'Gilgamesh', 'Memento Mori', 'Aephanemer', 14]
['0k9ZvjeG3WWWVoxR8zDF46', 'https://p.scdn.co/mp3-preview/9470a6f48cd2096adf8d91c814b8340b7942831f?cid=802d45d459874f0386ed3e9c79d0c6df', 'Unstoppable - Instrumental', 'Memento Mori', 'Aephanemer', 11]
['2UBHFlfDDeNYqWoT9y1jfF', 'https://p.scdn.co/mp3-preview/45eab27eada21eb741f6a000990d435a6bf39e7e?cid=802d45d459874f0386ed3e9c79d0c6df', "Sisyphus' Bliss - Instrumental", 'Memento Mori', 'Aephanemer', 10]
['1IQiSB4BUijEKv6RgxGgbf', 'https://p.scdn.co/mp3-preview/90503e10e044ebf316412b3f0990d9ade67e229f?cid=802d45d459874f0386ed3e9c79d0c6df', 'Hellebore - Instrumental', 'Memento Mori', 'Aephanemer', 10]
['4vUx2QLgCQtt7CgmroTbvW', 'https://p.scdn.co/mp3-preview/4688b2a6debdb49443e8f5f8b20f2df54b84de03?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Oathsworn - Instrumental', 'Memento Mori', 'Aephanemer', 9]
['5W8TcnrAEtNOpBY7olbQAS', 'https://p.scdn.co/mp3-preview/052942fe7cfa8b60e52ca37af7b6a322574d66a6?cid=802d45d459874f0386ed3e9c79d0c6df', 'Rage and Forgiveness - Instrumental', 'Memento Mori', 'Aephanemer', 9]
['7sEsq0XXqf4Dn2lEjnupOS', 'https://p.scdn.co/mp3-preview/a66224317beea50ffa949ce02b3aac99dcbce1b6?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Call of the Wild - Instrumental', 'Memento Mori', 'Aephanemer', 8]
['4zSPIQmfAZlTXD5y6gMiJC', 'https://p.scdn.co/mp3-preview/d3660e62ac86d3e69a5a22d1b353eb3a20a5739b?cid=802d45d459874f0386ed3e9c79d0c6df', 'Crows - Instrumental', 'Memento Mori', 'Aephanemer', 8]
['7Mm4nmMIgshH5yqxOhHdXU', 'https://p.scdn.co/mp3-preview/3a2e1df4e4f99dbfc732b8807d94509293061d86?cid=802d45d459874f0386ed3e9c79d0c6df', 'Memento Mori - Instrumental', 'Memento Mori', 'Aephanemer', 8]
['2P0HQETH7E0jktjqph71ZI', 'https://p.scdn.co/mp3-preview/6c7b4e61aa2c6f6ee8b246175e9b5613bb3e790c?cid=802d45d459874f0386ed3e9c79d0c6df', 'London Bridge', "We Can't Fly", 'Aeroplane', 9]
['6beFuzSjwhOKFZp2aqYDdY', 'https://p.scdn.co/mp3-preview/9e3e569b9982cc800ef9832172337e59496f8f72?cid=802d45d459874f0386ed3e9c79d0c6df', 'Amazing', 'Get A Grip', 'Aerosmith', 69]
['3kfXUGIdBNpyr2gBvU3Guj', 'https://p.scdn.co/mp3-preview/52e072957e90932a32a455d8a003218fbb4ceb9d?cid=802d45d459874f0386ed3e9c79d0c6df', 'Angel', 'Permanent Vacation', 'Aerosmith', 63]
['74irxdVWstNlEQjsvArITq', 'https://p.scdn.co/mp3-preview/67f121b244d6644f74c03a9d19dce1bfc0e31abe?cid=802d45d459874f0386ed3e9c79d0c6df', 'Crazy', 'Get A Grip', 'Aerosmith', 76]
['0NJC0FDCODpPUntRTTQq97', 'https://p.scdn.co/mp3-preview/2f11ffc05e7bc9465ae881ba573aaa99ad0858d1?cid=802d45d459874f0386ed3e9c79d0c6df', "Cryin'", 'Get A Grip', 'Aerosmith', 73]
['5XPDEg7yZT893Ocru6IEph', 'https://p.scdn.co/mp3-preview/dd6cf6947b52d35957babbba98b1e909cb5dce07?cid=802d45d459874f0386ed3e9c79d0c6df', "Water Song/Janie's Got A Gun", 'Pump', 'Aerosmith', 46]
['4avSaixVwu8uqfSs7zgoj3', 'https://p.scdn.co/mp3-preview/2885ca50515b224cb561458bf9efd67b3d4e022d?cid=802d45d459874f0386ed3e9c79d0c6df', "Livin' On The Edge", 'Get A Grip', 'Aerosmith', 63]
['4JfuiOWlWCkjP6OKurHjSn', 'https://p.scdn.co/mp3-preview/2dc209a742e11d2e84e173c14085d7b460719d45?cid=802d45d459874f0386ed3e9c79d0c6df', 'Walk This Way', 'Toys In The Attic', 'Aerosmith', 66]
['5DLtmMn93Msw55ReiIu3Ms', 'https://p.scdn.co/mp3-preview/17afd8500737b90191f9c669bbd294638a1e9c07?cid=802d45d459874f0386ed3e9c79d0c6df', 'A Nice Place to Visit', 'All Beauty Destroyed (Deluxe)', 'Aesthetic Perfection', 17]
['6W7ZYkgr1aayqb7GG3hR0R', 'https://p.scdn.co/mp3-preview/f750bd4179ac9ca81b075eb71d22f9f23f2f3120?cid=802d45d459874f0386ed3e9c79d0c6df', "The Devil's in the Details", 'All Beauty Destroyed (Deluxe)', 'Aesthetic Perfection', 8]
['09gCmJxOtORzIQfq4YkAZW', 'https://p.scdn.co/mp3-preview/0306e72545cd8fce8df7dced5d07f95921ded58f?cid=802d45d459874f0386ed3e9c79d0c6df', 'The 11th Hour', 'All Beauty Destroyed (Deluxe)', 'Aesthetic Perfection', 8]
['5skv17mwhOx3JyMhrvIL6P', 'https://p.scdn.co/mp3-preview/5851676e093833e39568c70f5083beee6bd5bae8?cid=802d45d459874f0386ed3e9c79d0c6df', 'Hit the Streets', 'All Beauty Destroyed (Deluxe)', 'Aesthetic Perfection', 9]
['0yOevbAhyjMc2BCjFLuaNT', 'https://p.scdn.co/mp3-preview/ad0e4d83a1acdb52645258406fbbf7c3d59a74ba?cid=802d45d459874f0386ed3e9c79d0c6df', 'One and Only', 'All Beauty Destroyed (Deluxe)', 'Aesthetic Perfection', 8]
['7bnFZ2kPR80LvhyDDDQDps', 'https://p.scdn.co/mp3-preview/f06e09eea8f994cbe5373ebf48e109fe3f8d9080?cid=802d45d459874f0386ed3e9c79d0c6df', 'Inhuman', 'All Beauty Destroyed (Deluxe)', 'Aesthetic Perfection', 11]
['2zdsmw4WTbk5yypgfqFieB', 'https://p.scdn.co/mp3-preview/18c5a9cefef6c9499060c0c8e52ff816f57c8c6f?cid=802d45d459874f0386ed3e9c79d0c6df', 'Celebrity Sin', 'All Beauty Destroyed (Deluxe)', 'Aesthetic Perfection', 7]
['3kDgBmLiVYIoH4ScxlU5Xm', 'https://p.scdn.co/mp3-preview/eab838507baa644868defc5afb76bc1216ddc133?cid=802d45d459874f0386ed3e9c79d0c6df', 'Filthy Design', 'All Beauty Destroyed (Deluxe)', 'Aesthetic Perfection', 8]
['0kL0o6oG4y17Zaxbco2sl9', 'https://p.scdn.co/mp3-preview/bd3c8cfba8f447c984e3fbb1722302efa40fd2c0?cid=802d45d459874f0386ed3e9c79d0c6df', 'Motherfucker', 'All Beauty Destroyed (Deluxe)', 'Aesthetic Perfection', 9]
['5zJx776n8dgFFwsRzIOPcX', 'https://p.scdn.co/mp3-preview/46a84c420d6fd6061cddd6cfd2132d749e385f98?cid=802d45d459874f0386ed3e9c79d0c6df', 'Under Your Skin', 'All Beauty Destroyed (Deluxe)', 'Aesthetic Perfection', 34]
['0Eu4xC505OqAWMGvYpsmQD', 'https://p.scdn.co/mp3-preview/a59b07b1025060bad0f69ca9958cfc05198dc29c?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Little Death', 'All Beauty Destroyed (Deluxe)', 'Aesthetic Perfection', 9]
['1pb0lmZtJA8SVQVHVeORf1', 'https://p.scdn.co/mp3-preview/16f084d6a825f247793572c54641595ecad31c43?cid=802d45d459874f0386ed3e9c79d0c6df', 'All Beauty Destroyed', 'All Beauty Destroyed (Deluxe)', 'Aesthetic Perfection', 13]
['1Of33wYTqeEjsskfwHxDeK', 'https://p.scdn.co/mp3-preview/cabb573ad82398df8cb7202fd48042552b0f0cce?cid=802d45d459874f0386ed3e9c79d0c6df', 'A Nice Place to Visit - B.M.F. Remix by Extinction Front', 'All Beauty Destroyed (Deluxe)', 'Aesthetic Perfection', 3]
['6rVIQCfbNn9grNPMA1Esrq', 'https://p.scdn.co/mp3-preview/8e3f668e53d573053582704da637e3c4fadf2761?cid=802d45d459874f0386ed3e9c79d0c6df', 'A Nice Place to Visit - X-RX Remix', 'All Beauty Destroyed (Deluxe)', 'Aesthetic Perfection', 4]
['2CRK5Bi8WNfKLCdyUivw32', 'https://p.scdn.co/mp3-preview/b5ddc907b7cb8f872eaa74c3e697e06cf308bca4?cid=802d45d459874f0386ed3e9c79d0c6df', 'A Nice Place to Visit - Caustic Remix', 'All Beauty Destroyed (Deluxe)', 'Aesthetic Perfection', 3]
['7sn7JvMUAV8WuZ88QnjKRA', 'https://p.scdn.co/mp3-preview/d3618759c48f298612c81734a1f0d41016edda4a?cid=802d45d459874f0386ed3e9c79d0c6df', 'Hit the Streets - Alter Der Ruine Remix', 'All Beauty Destroyed (Deluxe)', 'Aesthetic Perfection', 3]
['2gAOerEY2onqPdVHV8gfOW', 'https://p.scdn.co/mp3-preview/d488a5fd5d944f98b33463c6b936440a3b455f53?cid=802d45d459874f0386ed3e9c79d0c6df', 'The 11th Hour - Hocico Remix', 'All Beauty Destroyed (Deluxe)', 'Aesthetic Perfection', 4]
['0TT5JXeHzzp5kbLUCvBc3n', 'https://p.scdn.co/mp3-preview/734eb24d8096a4284feccfa30d6090a664acbf3a?cid=802d45d459874f0386ed3e9c79d0c6df', 'All Beauty Destroyed - XP8 Remix', 'All Beauty Destroyed (Deluxe)', 'Aesthetic Perfection', 3]
['20q3xSfb2swoZB7vb13Rdd', 'https://p.scdn.co/mp3-preview/575444c7d9940782b242ca235a5c6b9ddb7a6c2e?cid=802d45d459874f0386ed3e9c79d0c6df', 'Happily Ever After', "'Til Death", 'Aesthetic Perfection', 6]
['1nupUHAVkxpQ3DXLtB3ENN', 'https://p.scdn.co/mp3-preview/1b40e357c022cdf0673eeba0f4ebac23a14f3b94?cid=802d45d459874f0386ed3e9c79d0c6df', 'Antibody', "'Til Death", 'Aesthetic Perfection', 23]
['6uQls3UFtWOOVu6jVle4kW', 'https://p.scdn.co/mp3-preview/92051aa0b25b2d8c75c3ce3c32c17cc269462f66?cid=802d45d459874f0386ed3e9c79d0c6df', 'Lights Out (Ready to Go)', "'Til Death", 'Aesthetic Perfection', 17]
['1l6kUqwzUCoOOz8S02OuGf', 'https://p.scdn.co/mp3-preview/d07d4c3f9ee13b59c78feeeb3dfdf5467e857123?cid=802d45d459874f0386ed3e9c79d0c6df', 'Death Rattle', "'Til Death", 'Aesthetic Perfection', 11]
['0yNPFzf8Y7rebXRnFYugpU', 'https://p.scdn.co/mp3-preview/f245c14593739818b7557610450f55b3ea805f1d?cid=802d45d459874f0386ed3e9c79d0c6df', 'Big Bad Wolf', "'Til Death", 'Aesthetic Perfection', 21]
['3J9btkGR8iEWPhIbkWijbc', 'https://p.scdn.co/mp3-preview/1ed543f4e82cca2388c2733fd4ac2c071ef1af79?cid=802d45d459874f0386ed3e9c79d0c6df', 'Showtime', "'Til Death", 'Aesthetic Perfection', 11]
['4ZxOPtdwvf1hIYtpmhy2zK', 'https://p.scdn.co/mp3-preview/4943590c4aacdfeb17b6881881d6f3a45486697c?cid=802d45d459874f0386ed3e9c79d0c6df', 'Oh, Gloria!', "'Til Death", 'Aesthetic Perfection', 11]
['2ZGpRzJVmeJroEvr9mvpxI', 'https://p.scdn.co/mp3-preview/608cb7f9a739ccad108983377ec09c9a41c3f943?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Dark Half', "'Til Death", 'Aesthetic Perfection', 23]
['6REdJDym85ZlNgTeKS5uvx', 'https://p.scdn.co/mp3-preview/a8907732157ed0bcef935d33e3d32794bafc8ae3?cid=802d45d459874f0386ed3e9c79d0c6df', 'The New Black', "'Til Death", 'Aesthetic Perfection', 18]
['3AJQWMgLMSu1WFkYtsWudJ', 'https://p.scdn.co/mp3-preview/653418bee442baf92f148a27c9a2ff13a23d428f?cid=802d45d459874f0386ed3e9c79d0c6df', 'Lovesick', "'Til Death", 'Aesthetic Perfection', 11]
['5GooStjlKDQLSNiIOQ4H6A', 'https://p.scdn.co/mp3-preview/19e321e9b34b64681d9d7d77944318c1100b9569?cid=802d45d459874f0386ed3e9c79d0c6df', 'Elements', 'Tale of Fire', 'Aether', 17]
['7JnpuOI86L48IkVI0eC1vO', 'https://p.scdn.co/mp3-preview/f6b3ee9baf071af466e0f9eec6d6d9246f903ece?cid=802d45d459874f0386ed3e9c79d0c6df', 'Tale of Fire', 'Tale of Fire', 'Aether', 16]
['7yPntGU6l53cvuBMea9HRD', 'https://p.scdn.co/mp3-preview/7b63d46f63c1849edebeda39575921c84a008b48?cid=802d45d459874f0386ed3e9c79d0c6df', 'Last Battle', 'Tale of Fire', 'Aether', 11]
['6r4VetlJj2YiGHow07CFiI', 'https://p.scdn.co/mp3-preview/cd8f81f798834c32c416dc9ff31da4a1379f0249?cid=802d45d459874f0386ed3e9c79d0c6df', 'Dreams', 'Tale of Fire', 'Aether', 7]
['17fKN09q12uHmg0VFjs2eu', 'https://p.scdn.co/mp3-preview/0cb40ab462db9a80b42753608d7c6122874cafb5?cid=802d45d459874f0386ed3e9c79d0c6df', 'By Death Possessed', 'Serpents Beneath the Shrine', 'Aetheric', 0]
['4X0ieRitx3LIFfaUMFfWPG', 'https://p.scdn.co/mp3-preview/f350a86871b9283dc44557d5663a236f3db116a1?cid=802d45d459874f0386ed3e9c79d0c6df', 'A Vile Birthright', 'Serpents Beneath the Shrine', 'Aetheric', 0]
['2tiGu11a2KuTc984gmGzJF', 'https://p.scdn.co/mp3-preview/f2b3def46ce50815ff66e8b25e434c70b08fb4cf?cid=802d45d459874f0386ed3e9c79d0c6df', 'An Exodus of Hope', 'Serpents Beneath the Shrine', 'Aetheric', 0]
['5lEisU5ZBnSs7XtfyIK6TN', 'https://p.scdn.co/mp3-preview/c1838a53a16f454c172ffa8aac62cdde1c9deb3b?cid=802d45d459874f0386ed3e9c79d0c6df', 'Unearthing Global Treachery', 'Serpents Beneath the Shrine', 'Aetheric', 0]
['7ocTrLXYsjq9385lNYu5Uf', 'https://p.scdn.co/mp3-preview/cfcee19e0bca348117166b1aac7742267642b7af?cid=802d45d459874f0386ed3e9c79d0c6df', 'Irreparable Trauma', 'Serpents Beneath the Shrine', 'Aetheric', 0]
['5qO7HY5VSGhH8OJ1YaxClD', 'https://p.scdn.co/mp3-preview/dec4f9de084fdbb6c326e4ba5c2e3d45b667bfdb?cid=802d45d459874f0386ed3e9c79d0c6df', 'Within Withered Veins', 'Serpents Beneath the Shrine', 'Aetheric', 0]
['7t9HxFalQ5oUX1IlFrmQol', 'https://p.scdn.co/mp3-preview/145e46755627fbdc9ba448c95dbeff0b3a5bd4f3?cid=802d45d459874f0386ed3e9c79d0c6df', 'Cursed Purpose', 'Serpents Beneath the Shrine', 'Aetheric', 0]
['17fKN09q12uHmg0VFjs2eu', 'https://p.scdn.co/mp3-preview/0cb40ab462db9a80b42753608d7c6122874cafb5?cid=802d45d459874f0386ed3e9c79d0c6df', 'By Death Possessed', 'Serpents Beneath the Shrine', 'Aetheric', 0]
['7h8MrbiihmJNxTUMC9SEHk', 'https://p.scdn.co/mp3-preview/a142a91a0fab40cb57ee6ed23cc972e1fb2f9d48?cid=802d45d459874f0386ed3e9c79d0c6df', 'Serpents Beneath the Shrine', 'Serpents Beneath the Shrine', 'Aetheric', 0]
['0Ak6Mfg0EtAXR2DKPcxcVa', 'https://p.scdn.co/mp3-preview/303871c52c71c15774f7047d81265a5cafffe187?cid=802d45d459874f0386ed3e9c79d0c6df', 'A Masterful Deception', 'Serpents Beneath the Shrine', 'Aetheric', 0]
['60Kl6VzjY2ijECeJ6nn4f0', 'https://p.scdn.co/mp3-preview/d055190baf5248b30b7f1325d1a64d2fab71a236?cid=802d45d459874f0386ed3e9c79d0c6df', 'Reverse Birth', 'Serpents Beneath the Shrine', 'Aetheric', 0]
['3x5SiKbgSLUTnWCAZIXc50', 'https://p.scdn.co/mp3-preview/d4a900d9cacfb7d454f84f88e3413362cc04b5f0?cid=802d45d459874f0386ed3e9c79d0c6df', 'End Transmission', 'Crash Love', 'AFI', 38]
['0NeIz7cs9CxdgFdnB7IOKz', 'https://p.scdn.co/mp3-preview/bcddbe8d144d6bb604fee5cdb316adf231f5a968?cid=802d45d459874f0386ed3e9c79d0c6df', 'Death Of Seasons', 'Sing The Sorrow', 'AFI', 44]
['5unomAZop0VloK8vwwuPpi', 'https://p.scdn.co/mp3-preview/8af792a04f7c6efb7dfaefb6a93aeb766c67848c?cid=802d45d459874f0386ed3e9c79d0c6df', 'Miseria Cantare - The Beginning', 'Sing The Sorrow', 'AFI', 48]
['2d7D8CladbfO6SOTcTLTXN', 'https://p.scdn.co/mp3-preview/8faecb1ed62545c72a6f1c04eea8406d4d8e1b3b?cid=802d45d459874f0386ed3e9c79d0c6df', 'Bleed Black', 'Sing The Sorrow', 'AFI', 44]
['6RGV97HIkgZJjme2dzilfg', 'https://p.scdn.co/mp3-preview/3dbbbaaf2561828d3923f9d43122850087a55b28?cid=802d45d459874f0386ed3e9c79d0c6df', 'Silver And Cold', 'Sing The Sorrow', 'AFI', 55]
['4O5GKVbnQ8U9BxYWu0hIug', 'https://p.scdn.co/mp3-preview/06366497224e783afabe8b4648eb79c46c649262?cid=802d45d459874f0386ed3e9c79d0c6df', 'Dancing Through Sunday', 'Sing The Sorrow', 'AFI', 54]
['3fttmSWGThBQTNkuHMoCTN', 'https://p.scdn.co/mp3-preview/34d69f9c18d316743c9c4369fc1818479c47bf59?cid=802d45d459874f0386ed3e9c79d0c6df', "Girl's Not Grey", 'Sing The Sorrow', 'AFI', 63]
['4XlfoBg51wTvl8HqyqNFRf', 'https://p.scdn.co/mp3-preview/58289bc6353ecc2778ba68ff8dde876ba7922358?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Great Disappointment', 'Sing The Sorrow', 'AFI', 40]
['43lcnmBoTbTRjaer77OBf7', 'https://p.scdn.co/mp3-preview/c6b2ad5d64ff929c5156279ac121b09f3dcec1c7?cid=802d45d459874f0386ed3e9c79d0c6df', 'Paper Airplanes (Makeshift Wings)', 'Sing The Sorrow', 'AFI', 41]
['46Y9yh2KxmtodypW4bCp6v', 'https://p.scdn.co/mp3-preview/c163b34e0251141e35f665b90cd7a7816eb831fe?cid=802d45d459874f0386ed3e9c79d0c6df', 'This Celluloid Dream', 'Sing The Sorrow', 'AFI', 47]
['7rFhh71IiBfOCM4EhMwuEb', 'https://p.scdn.co/mp3-preview/dc6d81de92c9d4d9e06fc9de124fac9cc5746418?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Leaving Song Pt. II', 'Sing The Sorrow', 'AFI', 57]
['49aVAeHo288tTTbVGu6xGa', 'https://p.scdn.co/mp3-preview/8b2bc6912abfed5c6c6af1f02ec3717d49ef7a74?cid=802d45d459874f0386ed3e9c79d0c6df', '...but home is nowhere', 'Sing The Sorrow', 'AFI', 40]
['4AT1s8QMFNaYipHE2TaI2s', 'https://p.scdn.co/mp3-preview/00a69c957049c5ba17aced38eea72133e7ffc6e1?cid=802d45d459874f0386ed3e9c79d0c6df', 'Life Goes On', 'Twisted Angel', 'LeAnn Rimes', 51]
['53R8EsS94kS1SNaHWProXS', 'https://p.scdn.co/mp3-preview/b92d1f3e980eaf540793d645cdade9ba27ab4f52?cid=802d45d459874f0386ed3e9c79d0c6df', 'Elegy', 'Vinland Saga', "Leaves' Eyes", 29]
['2seC4B3GUKArbg1JS1zjww', 'https://p.scdn.co/mp3-preview/87f0820106c21209faecc1094fe7b97a834bf97e?cid=802d45d459874f0386ed3e9c79d0c6df', 'Beloved Depression', 'Fucking My Knife', 'Lebenssucht', 8]
